order_id,assignment_id,user_id,assistment_id,problem_id,original,correct,attempt_count,ms_first_response,tutor_mode,answer_type,sequence_id,student_class_id,position,type,base_sequence_id,skill_id,skill_name,teacher_id,school_id,hint_count,hint_total,overlap_time,template_id,answer_id,answer_text,first_action,bottom_hint,opportunity,opportunity_original
34319574,279721,90512,74864,139469,0,1,1,19030,tutor,algebra,10666,13481,25,MasterySection,10666,17.0,Probability of Two Distinct Events,62006,5451,0,4,19030,30448,,2-Jan,0,,6,
30716287,270290,79021,36849,57728,1,1,1,72212,tutor,algebra,5898,12351,151,MasterySection,5898,48.0,Equivalent Fractions,42999,2770,0,0,72212,30397,,800,0,,9,9.0
35667445,282671,89453,46497,84705,1,0,1,126646,tutor,algebra,6851,13281,4,MasterySection,6851,70.0,Percent Of,59912,1689,4,4,140834,46399,,,1,1.0,1,1.0
33709353,279733,78569,50927,89841,1,1,1,60226,tutor,algebra,7220,12262,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,3,60226,47492,,2,0,,142,142.0
36395783,285867,77899,49701,88397,1,1,1,5709,tutor,algebra,6937,14033,7,MasterySection,6937,86.0,Exponents,48183,139,0,3,5709,29913,,216,0,,145,145.0
38178371,290894,96287,42895,76368,0,1,1,4772,tutor,algebra,6272,14414,96,MasterySection,6272,297.0,Area Trapezoid,69274,2770,0,3,4772,31690,,27,0,,8,
26456788,268049,80633,48416,87029,1,1,1,10206,tutor,algebra,8904,12574,22,MasterySection,6917,61.0,Division Fractions,11804,76,0,5,10206,29863,,42/8,0,,5,5.0
21695489,263411,70745,34322,53669,1,1,1,12074,tutor,algebra,5959,12482,1,MasterySection,5959,74.0,Subtraction Whole Numbers,22763,73,0,0,12074,30525,,-11,0,,1,1.0
32679526,276939,88153,34584,54090,0,0,1,1736,tutor,algebra,9862,13214,2,MasterySection,5962,,,60029,5448,3,3,15635,30677,,,1,1.0,72,
35112782,281001,78534,52057,91381,1,1,0,1,tutor,algebra,7212,12262,23,MasterySection,6272,298.0,Area Triangle,46174,5056,0,3,1,30010,,24.5,0,,91,91.0
33856492,279728,78495,50853,89767,1,0,3,80082,tutor,algebra,7220,12375,5,MasterySection,6180,303.0,Volume Cylinder,46174,5056,0,3,250858,31687,,15,0,,80,80.0
38200506,290661,96283,74300,138034,1,1,1,17949,tutor,algebra,9881,14413,36,MasterySection,9881,,,69274,2770,0,0,17949,30004,,15-Apr,0,,178,100.0
29444556,270947,85726,63113,120309,1,1,1,22672,tutor,algebra,8657,12873,15,MasterySection,8657,85.0,Absolute Value,45671,5049,0,2,22672,63038,,11,0,,3,3.0
33139252,277542,70745,47080,85579,1,1,1,11672,tutor,algebra,8936,13241,50,MasterySection,8936,82.0,Scientific Notation,22763,73,0,4,11672,30809,,6,0,,6,6.0
32514126,277515,71881,51168,90202,1,1,1,17425,tutor,algebra,7020,13241,23,MasterySection,7020,279.0,Multiplication and Division Integers,22763,73,0,4,17425,31001,,-7,0,,25,25.0
33650309,279733,78874,50894,89808,1,1,1,34214,tutor,algebra,7220,12262,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,2,34214,31688,,40,0,,108,108.0
31528737,271996,79056,74306,138058,1,1,1,53972,tutor,algebra,9881,12886,36,MasterySection,9881,,,42999,2770,0,0,53972,30004,,40/153,0,,59,24.0
36598398,286689,92440,97617,186617,1,1,1,109637,tutor,algebra,11836,13792,1,MasterySection,11836,280.0,Addition and Subtraction Fractions,45778,5056,0,4,109637,46267,,Apr-63,0,,1,1.0
35112353,281002,78536,50878,89792,1,1,0,2,tutor,algebra,7220,12262,24,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,2,2,31688,,18,0,,480,480.0
38301853,291355,96276,41965,74347,0,0,1,40217,tutor,fill_in_1,6109,14415,157,MasterySection,6094,,,69274,2770,3,3,50638,31062,,,1,1.0,3,
38173666,291449,96258,57479,108205,0,1,1,3268,tutor,choose_1,5969,14415,62,MasterySection,5969,312.0,Equation Solving More Than Two Steps,69274,2770,0,1,3268,55835,198818.0,,0,,38,
34291899,279732,78524,52033,91357,1,1,1,142243,tutor,algebra,7212,12262,6,MasterySection,6272,296.0,Area Rectangle,46174,5056,0,2,142243,30009,,20,0,,185,185.0
30274131,272607,84132,53635,93606,1,0,2,305437,tutor,algebra,7223,12661,35,MasterySection,7119,9.0,Stem and Leaf Plot,55425,5056,4,4,332292,52589,,25,0,1.0,3,3.0
31361710,271320,85716,74715,139266,1,1,1,52625,tutor,fill_in_1,9798,12873,32,MasterySection,9798,,,45671,5049,0,4,52625,59968,,2184,0,,35,32.0
26954353,263996,80181,37082,58594,0,0,1,2122,tutor,choose_1,5916,12466,28,MasterySection,5916,,,48003,1998,3,3,16177,30790,,,1,1.0,167,
34295619,280058,78534,52067,91391,1,1,0,1,tutor,algebra,7212,12262,17,MasterySection,6272,298.0,Area Triangle,46174,5056,0,3,1,30010,,36,0,,34,34.0
34287282,280033,78493,53265,93225,1,1,1,24417,tutor,algebra,7228,12375,12,MasterySection,7114,11.0,Venn Diagram,46174,5056,0,2,24417,52497,,14,0,,42,42.0
32000676,273601,85694,89430,166395,1,1,1,20919,tutor,algebra,10445,12872,37,MasterySection,10445,,,45671,5049,0,2,20919,57704,,3/10x+7,0,,77,63.0
32277282,277505,79319,49104,87784,1,1,1,45091,tutor,algebra,6924,13241,13,MasterySection,6924,81.0,Unit Rate,22763,73,0,3,45091,46343,,15,0,,3,3.0
34723813,280424,88589,51299,90378,0,0,1,1240,tutor,algebra,7025,13256,11,MasterySection,7025,,,60450,5448,3,3,6977,30015,,,1,1.0,5,
38214327,291448,96253,57406,107870,0,1,1,3379,tutor,choose_1,5970,14415,63,MasterySection,5970,311.0,Equation Solving Two or Fewer Steps,69274,2770,0,0,3379,55901,198406.0,,0,,7,
33288708,277500,78647,47229,85747,1,0,1,1381,tutor,algebra,6875,13241,8,MasterySection,6875,49.0,Ordering Positive Decimals,22763,73,4,4,23762,46045,,,1,1.0,6,6.0
34297986,280057,78547,50858,89772,1,0,2,0,tutor,algebra,7220,12262,16,MasterySection,6180,303.0,Volume Cylinder,46174,5056,0,3,211761,31687,,23.55,0,,23,23.0
29812840,266604,84667,47545,86146,1,1,1,3436,tutor,algebra,8463,12634,9,MasterySection,6896,65.0,Least Common Multiple,54767,5117,0,5,3436,29957,,8,0,,46,46.0
34295281,280057,78552,52306,91640,1,1,0,1,tutor,algebra,7220,12262,16,MasterySection,6180,303.0,Volume Cylinder,46174,5056,0,3,1,31687,,6.28,0,,285,285.0
38200671,290910,96283,35670,55662,0,1,1,39287,tutor,algebra,5975,14414,82,MasterySection,5975,323.0,Write Linear Equation from Situation,69274,2770,0,3,39287,34863,,95,0,,7,
32152974,271484,85952,50918,89832,1,0,2,22834,tutor,algebra,7013,12924,20,MasterySection,6180,307.0,Volume Rectangular Prism,57560,5260,3,3,37169,47492,,8,0,1.0,4,4.0
32205822,264000,85262,38348,61580,1,0,0,11187,tutor,algebra,6022,12466,32,MasterySection,6022,81.0,Unit Rate,48003,1998,0,0,11187,30482,,,2,,2,2.0
21772582,262747,78905,40739,71380,1,1,1,138122,tutor,algebra,6058,12352,39,MasterySection,6058,79.0,Proportion,42999,2770,0,4,138122,30908,,75,0,,2,2.0
23201139,265375,82142,53461,93432,1,0,17,75439,tutor,algebra,7229,12438,6,MasterySection,7118,37.0,,23907,76,3,3,813364,52571,,,1,1.0,1,1.0
38225837,291426,96244,35434,55210,1,1,1,63003,tutor,algebra,5973,14415,85,MasterySection,5973,368.0,Solving for a variable,69274,2770,0,4,63003,30849,,-1.666666667,0,,41,41.0
24870204,267116,78212,55572,97572,0,1,1,28336,tutor,algebra,7630,12106,19,MasterySection,5968,311.0,Equation Solving Two or Fewer Steps,47664,5056,0,2,28336,55521,,4,0,,5,
30264720,272584,78885,48587,87209,1,1,1,13343,tutor,algebra,6919,12438,26,MasterySection,5902,81.0,Unit Rate,23907,76,0,2,13343,46347,,1.5,0,,4,4.0
33649262,279732,78513,50403,89296,1,1,1,36029,tutor,algebra,7212,12262,6,MasterySection,6272,295.0,Area Parallelogram,46174,5056,0,3,36029,30011,,90,0,,80,80.0
23496317,265817,81648,55562,97531,1,1,1,24547,tutor,algebra,7630,12569,7,MasterySection,5968,311.0,Equation Solving Two or Fewer Steps,45671,5049,0,3,24547,54581,,-0.666666667,0,,1,1.0
38277265,290920,96232,57396,107795,1,1,1,141586,tutor,algebra,5970,14414,72,MasterySection,5970,311.0,Equation Solving Two or Fewer Steps,69274,2770,0,0,141586,55901,,3-Aug,0,,25,17.0
33721020,279721,89554,74859,139450,0,0,8,166825,tutor,algebra,10666,13481,25,MasterySection,10666,17.0,Probability of Two Distinct Events,62006,5451,3,3,271823,30448,,4-Feb,0,1.0,3,
20436113,262439,78163,46973,85341,1,1,1,5234,tutor,algebra,7323,12315,3,MasterySection,7323,85.0,Absolute Value,45778,5056,0,3,5234,29914,,|8|,0,,3,3.0
31837821,271631,71740,44388,80264,1,1,1,48024,tutor,fill_in_1,6468,11816,216,MasterySection,6468,27.0,Pythagorean Theorem,22763,73,0,0,48024,42219,,15,0,,11,11.0
28501064,270276,79020,36945,58109,1,1,1,1064370,tutor,algebra,5918,12351,133,MasterySection,5918,12.0,Mean,42999,2770,0,0,1064370,30050,,55.89,0,,6,6.0
33666718,279733,78536,50917,89831,1,1,1,76102,tutor,algebra,7220,12262,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,3,76102,47492,,3,0,,257,257.0
29717292,272228,86340,53585,93556,1,1,1,19231,tutor,algebra,10207,12766,8,MasterySection,10207,9.0,Stem and Leaf Plot,56898,5260,0,3,19231,52574,,31,0,,2,2.0
38178660,290818,96213,54651,94985,1,1,1,29375,tutor,algebra,7486,14414,175,MasterySection,6056,46.0,Calculations with Similar Figures,69274,2770,0,4,29375,46348,,8,0,,4,4.0
35681194,283158,91791,62622,119373,1,1,1,11556,tutor,algebra,10790,13857,1,MasterySection,10790,18.0,Probability of a Single Event,63339,5454,0,4,11556,30247,,17/24,0,,13,9.0
34319324,280037,78566,53199,93159,1,1,1,79841,tutor,algebra,7228,12262,12,MasterySection,7114,11.0,Venn Diagram,46174,5056,0,2,79841,52495,,7,0,,22,22.0
38225628,291382,96272,36788,57545,1,1,1,15248,tutor,algebra,5914,14415,127,MasterySection,5914,11.0,Venn Diagram,69274,2770,0,0,15248,30041,,3,0,,5,5.0
21465146,263315,71873,34580,54071,1,0,1,75973,tutor,algebra,5962,12476,7,MasterySection,5962,278.0,Addition and Subtraction Positive Decimals,22763,73,0,0,76035,30677,,2.6,0,,2,2.0
36687136,266705,82056,46559,84787,1,1,1,17755,tutor,algebra,7837,12542,29,MasterySection,6849,47.0,Conversion of Fraction Decimals Percents,52667,2770,0,2,17755,29946,,0.355,0,,1,1.0
34335681,280033,78590,53280,93240,1,0,2,118107,tutor,algebra,7228,12375,12,MasterySection,7114,11.0,Venn Diagram,46174,5056,0,2,139724,52497,,10,0,,3,3.0
31271690,272585,79220,38331,61529,1,0,0,13531,tutor,algebra,6022,12438,27,MasterySection,6022,81.0,Unit Rate,23907,76,0,0,13531,30482,,,2,,19,19.0
31474404,270300,79031,42005,74482,1,0,1,12135,tutor,algebra,6110,12351,160,MasterySection,6094,16.0,Counting Methods,42999,2770,0,0,12216,30871,,15/16,0,,25,25.0
29559695,271900,86345,49670,88362,1,0,2,37185,tutor,algebra,10145,12766,3,MasterySection,10145,311.0,Equation Solving Two or Fewer Steps,56898,5260,1,3,71632,46285,,,1,0.0,2,2.0
30808128,271866,87132,49708,88404,1,1,1,7164,tutor,algebra,10144,12765,3,MasterySection,10144,86.0,Exponents,56898,5260,0,3,7164,29913,,2*2,0,,3,3.0
35887188,280400,85720,69019,128401,1,1,1,8707,tutor,algebra,8926,13577,28,MasterySection,8926,378.0,Solving Systems of Linear Equations by Graphing,45671,5049,0,3,8707,60010,,-2,0,,1,1.0
29016038,271290,84651,34312,53629,1,1,1,7758,tutor,algebra,9795,12455,26,MasterySection,5959,85.0,Absolute Value,49076,5177,0,0,7758,30524,,14,0,,8,8.0
30255648,271851,78921,77798,147366,1,1,1,18969,tutor,algebra,9370,12885,11,MasterySection,9370,280.0,Addition and Subtraction Fractions,42999,2770,0,0,18969,77743,,(21/9),0,,13,13.0
35210793,281171,78591,50905,89819,1,1,0,1,tutor,algebra,7220,12375,26,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,2,1,31688,,60,0,,152,152.0
32507588,277509,70702,34763,54458,1,1,1,185961,tutor,algebra,5966,13241,17,MasterySection,5966,279.0,Multiplication and Division Integers,22763,73,0,4,185961,30726,,12,0,,10,10.0
28225528,270685,78455,52272,91601,1,1,1,3960,tutor,algebra,9538,12501,6,MasterySection,7033,94.0,,50218,5177,0,3,3960,48636,,8,0,,15,15.0
34295160,280058,78542,50405,89298,1,1,0,0,tutor,algebra,7212,12262,17,MasterySection,6272,295.0,Area Parallelogram,46174,5056,0,3,0,30011,,54,0,,4,4.0
20807146,262919,79004,33447,52390,0,0,4,29640,tutor,algebra,6830,12438,4,MasterySection,5952,,,23907,76,0,3,87061,29892,,5-Apr,0,,9,
26829094,267967,79066,57484,108229,0,1,1,2852,tutor,choose_1,8565,12352,143,MasterySection,5969,312.0,Equation Solving More Than Two Steps,42999,2770,0,0,2852,55835,198842.0,,0,,19,
31745660,271205,78914,33028,51313,1,1,1,49747,tutor,fill_in_1,5947,12352,220,MasterySection,5947,4.0,Histogram as Table or Graph,42999,2770,0,4,49747,32117,,41,0,,1,1.0
33980779,279728,78901,50923,89837,1,0,2,74709,tutor,algebra,7220,12375,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,3,3,83741,47492,,45,0,1.0,89,89.0
24350551,266769,80111,46948,85280,1,1,1,41531,tutor,algebra,6854,12640,1,MasterySection,6854,85.0,Absolute Value,23907,76,0,0,41531,29915,,9,0,,1,1.0
21670710,262919,77957,33428,52277,0,1,1,11250,tutor,algebra,6830,12438,4,MasterySection,5952,,,23907,76,0,2,11250,29892,,0.22,0,,42,
35108024,281000,78517,53280,93240,1,1,0,16,tutor,algebra,7228,12262,23,MasterySection,7114,11.0,Venn Diagram,46174,5056,0,2,16,52497,,16,0,,98,98.0
31705454,274894,87364,55617,97753,0,0,3,11915,tutor,choose_1,5968,12984,8,MasterySection,5968,311.0,Equation Solving Two or Fewer Steps,58597,5369,0,0,15148,54697,177889.0,,0,,7,
38210192,290664,96228,62603,119342,1,0,1,4913,tutor,algebra,9880,14413,33,MasterySection,9880,18.0,Probability of a Single Event,69274,2770,0,0,4961,30246,,1-Jul,0,,13,13.0
38257438,291355,96249,41966,74350,1,1,1,6500,tutor,fill_in_1,6109,14415,157,MasterySection,6094,16.0,Counting Methods,69274,2770,0,0,6500,31062,,6-Jan,0,,5,5.0
35382040,281755,86412,33129,51414,1,1,1,27828,tutor,algebra,6324,12953,5,MasterySection,6324,13.0,Median,53103,5177,0,3,27828,30059,,45,0,,5,5.0
23737602,265352,78907,32149,49292,1,1,1,27099,tutor,algebra,5925,12352,85,MasterySection,5925,74.0,Subtraction Whole Numbers,42999,2770,0,0,27099,30036,,14400,0,,18,10.0
34907709,280777,90925,47228,85746,1,0,1,2727,tutor,algebra,7178,12617,23,MasterySection,6875,49.0,Ordering Positive Decimals,54857,5056,4,4,18005,46045,,,1,1.0,3,3.0
20864655,262728,79074,37222,58808,1,1,1,13836,tutor,algebra,5960,12352,15,MasterySection,5960,280.0,Addition and Subtraction Fractions,42999,2770,0,3,13836,30649,,24,0,,2,2.0
33649123,279733,78522,50895,89809,1,1,1,23531,tutor,algebra,7220,12262,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,2,23531,31688,,125,0,,23,23.0
36385988,285856,77118,34712,54357,0,1,1,7566,tutor,algebra,5965,14033,4,MasterySection,5965,,,48183,139,0,4,7566,30017,,40,0,,277,
30783726,272813,87223,49058,87738,1,0,27,1611,tutor,algebra,7166,12617,18,MasterySection,6925,311.0,Equation Solving Two or Fewer Steps,54857,5056,2,3,133345,46279,,,1,1.0,5,5.0
36467539,285958,92246,34550,53975,1,1,1,4393,tutor,fill_in_1,5961,14020,45,MasterySection,5961,277.0,Addition and Subtraction Integers,58932,4780,0,2,4393,29951,,-12,0,,1783,1783.0
38157144,291368,96268,32171,49359,0,1,1,26238,tutor,algebra,5925,14415,141,MasterySection,5925,92.0,Pattern Finding ,69274,2770,0,3,26238,30036,,2100,0,,14,
31374254,271217,78918,41689,73422,0,0,3,31765,tutor,algebra,6093,12352,230,MasterySection,6093,,,42999,2770,3,3,56687,30246,,73,0,1.0,53,
30928508,273140,78454,37159,58716,1,0,2,3137,tutor,choose_1,10451,12455,35,MasterySection,5979,79.0,Proportion,49076,5177,0,5,23025,34874,88538.0,,0,,4,4.0
36488027,286019,92251,47374,85892,1,1,1,3611,tutor,algebra,6876,14020,86,MasterySection,6876,47.0,Conversion of Fraction Decimals Percents,58932,4780,0,3,3611,29870,,10-Aug,0,,499,499.0
38157688,291371,96242,52703,92383,1,1,1,18781,tutor,algebra,7035,14415,138,MasterySection,7035,15.0,Range,69274,2770,0,3,18781,52445,,133,0,,7,7.0
24384419,266799,78782,39559,66482,1,1,1,8166,tutor,choose_1,6829,12574,10,MasterySection,6040,49.0,Ordering Positive Decimals,11804,76,0,4,8166,30634,105376.0,,0,,4,4.0
32880376,275220,78991,73427,135940,1,0,5,64350,tutor,fill_in_1,9912,12888,45,MasterySection,9912,,,42999,2770,2,2,170688,73247,,6b^6,0,1.0,108,36.0
23715038,265354,78916,51585,90909,1,1,1,7281,tutor,algebra,7032,12352,87,MasterySection,7032,96.0,,42999,2770,0,2,7281,50006,,P=41B,0,,4,4.0
34502507,276940,88132,37239,58825,1,1,1,55118,tutor,algebra,9864,13214,3,MasterySection,5960,280.0,Addition and Subtraction Fractions,60029,5448,0,3,55118,30649,,19/20,0,,8,8.0
32891458,277651,70707,49423,88108,1,1,1,27091,tutor,algebra,6935,13241,159,MasterySection,6935,311.0,Equation Solving Two or Fewer Steps,22763,73,0,3,27091,46281,,-49,0,,25,19.0
30854965,272767,87362,36444,56700,1,1,1,17576,tutor,algebra,5920,12984,1,MasterySection,5920,8.0,Scatter Plot,58597,5369,0,4,17576,30980,,17,0,,4,4.0
22858591,265386,78837,36778,57515,1,1,1,12905,tutor,algebra,7887,12340,20,MasterySection,5914,11.0,Venn Diagram,11804,76,0,0,12905,30041,,3,0,,8,8.0
33649286,279732,78522,52037,91361,1,0,2,81824,tutor,algebra,7212,12262,6,MasterySection,6272,296.0,Area Rectangle,46174,5056,2,2,104406,30009,,2916,0,1.0,56,56.0
28218361,270681,78463,35277,55053,1,1,1,86367,tutor,algebra,9536,12455,23,MasterySection,5972,368.0,Solving for a variable,49076,5177,0,4,86367,30841,,18,0,,9,9.0
24839047,265356,78923,35257,55033,1,1,1,94922,tutor,algebra,5971,12352,89,MasterySection,5971,322.0,Write Linear Equation from Ordered Pairs,42999,2770,0,6,94922,34858,,y=3x-4,0,,4,4.0
30357135,270109,78341,55563,97535,1,0,1,1617,tutor,algebra,9383,12408,8,MasterySection,5968,311.0,Equation Solving Two or Fewer Steps,49076,5177,0,3,1617,54581,,,2,,116,47.0
34294984,280037,78537,53216,93176,1,1,1,31291,tutor,algebra,7228,12262,12,MasterySection,7114,11.0,Venn Diagram,46174,5056,0,2,31291,52495,,4,0,,120,120.0
31651983,220667,78673,37050,58487,1,1,1,20196,tutor,algebra,5919,11816,15,MasterySection,5919,18.0,Probability of a Single Event,22763,73,0,0,20196,30063,,15/51,0,,7,7.0
38258584,291331,96249,47863,86465,1,1,1,31563,tutor,algebra,7486,14415,181,MasterySection,6056,46.0,Calculations with Similar Figures,69274,2770,0,4,31563,46348,,10.2,0,,18,18.0
26175803,268056,84140,50728,89642,1,1,1,16115,tutor,choose_1,7221,12661,15,MasterySection,7011,75.0,Square Root,55425,5056,0,3,16115,47130,155524.0,,0,,3,3.0
30685572,272586,79006,57835,108990,1,1,1,24015,tutor,algebra,6009,12438,28,MasterySection,6009,77.0,Finding Percents,23907,76,0,0,24015,55693,,82,0,,4,4.0
38189502,291483,96251,37156,58713,1,0,3,39837,tutor,choose_1,5979,14415,43,MasterySection,5979,79.0,Proportion,69274,2770,0,5,49562,34874,88527.0,,0,,10,10.0
30930658,273140,78450,37148,58705,1,0,3,59984,tutor,choose_1,10451,12455,35,MasterySection,5979,79.0,Proportion,49076,5177,0,5,63216,34874,88496.0,,0,,11,11.0
33723750,279728,78592,50882,89796,1,1,1,39280,tutor,algebra,7220,12375,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,2,39280,31688,,144,0,,100,100.0
38144968,291374,96260,36513,56889,1,1,1,153988,tutor,algebra,5922,14415,136,MasterySection,5922,13.0,Median,69274,2770,0,0,153988,36483,,47,0,,4,4.0
22136878,263983,78816,31419,47130,0,0,1,13817,tutor,algebra,7084,12340,16,MasterySection,5898,,,11804,76,3,3,31949,30038,,,1,1.0,11,
22274307,262763,78987,37755,60040,1,1,1,154283,tutor,fill_in_1,6011,12351,42,MasterySection,6011,76.0,,42999,2770,0,6,154283,30305,,13:03,0,,4,4.0
36353253,285719,92250,99153,189175,1,0,1,1087,tutor,algebra,11898,14020,2,MasterySection,11898,277.0,Addition and Subtraction Integers,58932,4780,4,4,7711,29881,,,1,1.0,390,390.0
33672695,277539,70729,37148,58705,1,0,2,3874,tutor,choose_1,5979,13241,47,MasterySection,5979,79.0,Proportion,22763,73,0,5,6781,34874,88494.0,,0,,35,35.0
23201075,265375,77963,53491,93462,1,1,1,11546,tutor,algebra,7229,12438,6,MasterySection,7118,37.0,,23907,76,0,3,11546,52571,,30,0,,12,12.0
33433415,276989,83206,46736,85034,1,1,1,18032,tutor,algebra,8124,12309,50,MasterySection,6848,310.0,Order of Operations All,35135,1357,0,3,18032,29981,,13,0,,1,1.0
32822996,277510,70729,34832,54587,1,1,1,11217,tutor,algebra,5967,13241,18,MasterySection,5967,279.0,Multiplication and Division Integers,22763,73,0,5,11217,29926,,3,0,,17,17.0
21779655,262757,78992,34358,53783,1,1,1,28672,tutor,algebra,5960,12351,27,MasterySection,5960,280.0,Addition and Subtraction Fractions,42999,2770,0,3,28672,30648,,-1.333333333,0,,3,3.0
31305667,273139,86510,31654,48092,0,1,1,13383,tutor,algebra,10450,12455,34,MasterySection,5919,,,49076,5177,0,3,13383,30551,,12000,0,,73,
31270265,271985,79012,73205,135630,1,1,1,17984,tutor,algebra,9879,12887,30,MasterySection,9879,1.0,Box and Whisker,42999,2770,0,0,17984,63448,,24,0,,8,8.0
38234637,290818,96278,47900,86503,1,1,1,40862,tutor,algebra,7486,14414,175,MasterySection,6056,46.0,Calculations with Similar Figures,69274,2770,0,4,40862,46348,,16.8,0,,2,2.0
38283535,290755,96224,53517,93488,1,0,7,17625,tutor,algebra,7119,14414,237,MasterySection,7119,9.0,Stem and Leaf Plot,69274,2770,3,3,52296,52573,,45,0,1.0,4,4.0
27346036,266708,82091,38049,61097,1,1,1,16577,tutor,algebra,7840,12542,32,MasterySection,6018,47.0,Conversion of Fraction Decimals Percents,52667,2770,0,5,16577,29866,,100,0,,32,32.0
23164863,265450,79832,50790,89704,1,1,1,8839,tutor,algebra,7901,12432,15,MasterySection,7012,277.0,Addition and Subtraction Integers,49070,5177,0,4,8839,29881,,-12,0,,3,3.0
30427349,270294,78972,36597,57135,1,1,1,33036,tutor,fill_in_1,5947,12351,152,MasterySection,5947,4.0,Histogram as Table or Graph,42999,2770,0,4,33036,32453,,53,0,,12,12.0
29980593,270561,71740,50970,89884,1,0,7,6159,tutor,algebra,7014,11816,135,MasterySection,7014,277.0,Addition and Subtraction Integers,22763,73,0,3,38691,29949,,17,0,,15,15.0
31509369,271205,78903,33101,51386,1,1,1,33751,tutor,fill_in_1,5947,12352,220,MasterySection,5947,4.0,Histogram as Table or Graph,42999,2770,0,4,33751,32454,,40,0,,2,2.0
38178070,290751,96287,31348,46920,1,1,1,13878,tutor,algebra,5897,14414,241,MasterySection,5897,70.0,Percent Of,69274,2770,0,0,13878,30304,,150,0,,14,14.0
31386564,273184,87106,47946,86549,1,0,1,31745,tutor,algebra,10471,12801,3,MasterySection,6910,280.0,Addition and Subtraction Fractions,57045,5307,1,4,68918,46266,,,1,0.0,4,4.0
26422625,266601,83594,34668,54224,0,1,1,6398,tutor,algebra,8437,12634,6,MasterySection,5965,,,54767,5117,0,3,6398,30016,,18,0,,19,
36326999,283337,92232,39853,66838,0,1,1,44157,tutor,algebra,5946,13878,2,MasterySection,5946,309.0,"Order of Operations +,-,/,* () positive reals",64767,5282,0,2,44157,29982,,612,0,,6,
33175474,278125,89398,34340,53743,0,1,1,7263,tutor,algebra,5959,13287,2,MasterySection,5959,,,59882,5260,0,2,7263,30525,,7,0,,2,
30967884,272327,86559,32938,51016,1,1,1,11125,tutor,algebra,10257,12963,6,MasterySection,10257,310.0,Order of Operations All,45671,5049,0,0,11125,30078,,8,0,,93,33.0
20478547,262445,78362,34776,54487,1,1,1,15854,tutor,algebra,7404,12316,4,MasterySection,7404,279.0,Multiplication and Division Integers,46150,5056,0,0,15854,29924,,-8,0,,1,1.0
38262276,290958,96216,51114,90142,1,1,1,23481,tutor,algebra,7020,14414,19,MasterySection,7020,279.0,Multiplication and Division Integers,69274,2770,0,0,23481,29925,,-4,0,,7,7.0
26825386,268022,78988,40684,71241,1,1,1,19344,tutor,algebra,6056,12351,109,MasterySection,6056,46.0,Calculations with Similar Figures,42999,2770,0,0,19344,30484,,20,0,,5,5.0
38144542,290826,96291,43905,79203,1,0,2,102750,tutor,choose_1,6409,14414,165,MasterySection,6409,27.0,Pythagorean Theorem,69274,2770,0,3,141069,42215,136249.0,,0,,38,38.0
29007713,270867,78167,44494,80721,0,1,1,27798,tutor,fill_in_1,9624,12315,46,MasterySection,6473,,,45778,5056,0,2,27798,42206,,38,0,,51,
27138217,268028,78981,51238,90272,1,0,3,93275,tutor,algebra,7021,12351,115,MasterySection,6152,299.0,Surface Area Cylinder,42999,2770,1,2,398510,47637,,62.8,0,0.0,1,1.0
38299510,290679,96289,78272,147910,1,1,1,51264,tutor,algebra,9873,14413,18,MasterySection,9873,77.0,Finding Percents,69274,2770,0,0,51264,78166,,42,0,,7,7.0
38140538,290677,96221,78425,148063,1,1,1,127157,tutor,algebra,9871,14413,20,MasterySection,9871,47.0,Conversion of Fraction Decimals Percents,69274,2770,0,2,127157,78173,,38,0,,5,5.0
35112606,281001,78531,50397,89290,1,1,0,1,tutor,algebra,7212,12262,23,MasterySection,6272,297.0,Area Trapezoid,46174,5056,0,3,1,30012,,66,0,,73,73.0
26111619,267917,83539,47854,86456,1,0,28,477643,tutor,algebra,7183,12618,10,MasterySection,7183,280.0,Addition and Subtraction Fractions,49343,5056,0,4,703862,46266,,5 13\42,0,,1,1.0
35107900,281001,78518,52053,91377,1,1,0,16,tutor,algebra,7212,12262,23,MasterySection,6272,298.0,Area Triangle,46174,5056,0,3,16,30010,,20,0,,1,1.0
34461062,279733,78543,50866,89780,1,1,1,122901,tutor,algebra,7220,12262,5,MasterySection,6180,303.0,Volume Cylinder,46174,5056,0,3,122901,31687,,4.71,0,,274,274.0
21118150,263218,80175,44490,80702,1,1,1,52844,tutor,fill_in_1,6473,12466,2,MasterySection,6473,75.0,Square Root,48003,1998,0,0,52844,42206,,21,0,,4,4.0
24711174,266682,78983,57462,108121,0,1,1,8865,tutor,choose_1,5969,12351,82,MasterySection,5969,312.0,Equation Solving More Than Two Steps,42999,2770,0,0,8865,55833,198719.0,,0,,9,
